name,wikidata_id,origin_country,birth_place,current_residence,wiki_url
Kostiantyn Sukhonosov,Q12158962,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Kostiantyn_Sukhonosov
Evgeny Ukhanov,Q5418281,Ukraine,Horlivka,Australia,https://en.wikipedia.org/wiki/Evgeny_Ukhanov
Israel Schorr,Q2919542,Ukraine,Khyriv,Khyriv,https://en.wikipedia.org/wiki/Israel_Schorr
Knjaz Varggoth,Q6422667,Ukraine,Kharkiv,Ukraine,https://en.wikipedia.org/wiki/Knjaz_Varggoth
Nina Svetlanova,Q7038125,Ukraine,Kyiv,United States,https://en.wikipedia.org/wiki/Nina_Svetlanova
Nahum Nardi,Q6995111,Ukraine,Kyiv,Israel,https://en.wikipedia.org/wiki/Nahum_Nardi
Marcelina Czartoryska,Q6756303,Ukraine,Pidluzhne,Poland,https://en.wikipedia.org/wiki/Marcelina_Czartoryska
Mordecai Strelisker,Q111462123,Ukraine,Brody,Brody,https://en.wikipedia.org/wiki/Mordecai_Strelisker
David Roitman,Q7192884,Ukraine,Iosipivka,New York City,https://en.wikipedia.org/wiki/David_Roitman
Leonid Sagalov,Q6526475,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Leonid_Sagalov
Meyer Kanewsky,Q105664308,Ukraine,Zolotonosha,Russian Empire,https://en.wikipedia.org/wiki/Meyer_Kanewsky
Leff Pouishnoff,Q6516646,Ukraine,Odesa,United Kingdom,https://en.wikipedia.org/wiki/Lev_Pouishnoff
Nándor Szenkár,Q14633045,Ukraine,Kamianets-Podilskyi,Budapest,https://en.wikipedia.org/wiki/N%C3%A1ndor_Szenk%C3%A1r
Nelly Ben-Or,Q6990227,Ukraine,Lviv,Poland,https://en.wikipedia.org/wiki/Nelly_Ben-Or
Paula Szalit,Q7154780,Ukraine,Brody,Cisleithania,https://en.wikipedia.org/wiki/Paula_Szalit
Vladimir Bobri,Q7938276,Ukraine,Kharkiv,United States,https://en.wikipedia.org/wiki/Vladimir_Bobri
Lazar Weiner,Q6505801,Ukraine,Cherkasy,Russian Empire,https://en.wikipedia.org/wiki/Lazar_Weiner
Israel Alter,Q15668839,Ukraine,Lviv,Mitte,https://en.wikipedia.org/wiki/Israel_Alter
Nestor Nyzhankivskyi,Q12133668,Ukraine,Berezhany,Austria–Hungary,https://en.wikipedia.org/wiki/Nestor_Nyzhankivsky
Maria Krushelnytska,Q12115141,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Maria_Krushelnytska
Oleksandr Kozarenko,Q12111312,Ukraine,Kolomyia,Ukraine,https://en.wikipedia.org/wiki/Oleksandr_Kozarenko
Larysa Moro-Borushenko,Q12084260,Ukraine,Barysh,Brazil,https://en.wikipedia.org/wiki/Larysa_Moro-Borushenko
Olha-Oleksandra Bazhanska-Ozarkevych,Q12080233,Ukraine,Lviv,Ukraine,https://en.wikipedia.org/wiki/Olha-Oleksandra_Bazhanska-Ozarkevych
Yevheniya Barvinska,Q12081002,Ukraine,Lviv,Lviv,https://en.wikipedia.org/wiki/Yevheniya_Barvinska
Zhanna Kolodub,Q12111665,Ukraine,Vinnytsia,Soviet Union,https://en.wikipedia.org/wiki/Zhanna_Kolodub
Yudif Rozhavska,Q12148292,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Yudif_Rozhavskaya
Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Ruslan Sirota,Q7381048,Ukraine,Uman,United States,https://en.wikipedia.org/wiki/Ruslan_Sirota
Valentina Kameníková,Q7910874,Ukraine,Odesa,Czechoslovakia,https://en.wikipedia.org/wiki/Valentina_Kamen%C3%ADkov%C3%A1
József Örmény,Q8059430,Ukraine,Uzhhorod,Ukraine,https://en.wikipedia.org/wiki/J%C3%B3zsef_%C3%96rm%C3%A9ny
Lola Gjoka,Q11762484,Ukraine,Sevastopol,Albania,https://en.wikipedia.org/wiki/Lola_Gjoka
Sergei Yuferov,Q7453892,Ukraine,Odesa,Moscow,https://en.wikipedia.org/wiki/Sergei_Yuferov
Jacob Hoffman,Q114685046,Ukraine,Pervomaisk,Russian Empire,https://en.wikipedia.org/wiki/Jacob_Hoffman_(musician)
Aleksey Botvinov,Q8042921,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/Alexey_Botvinov
Yuriy Oliynyk,Q8061724,Ukraine,Ternopil,Ukraine,https://en.wikipedia.org/wiki/Yuriy_Oliynyk
Virko Baley,Q7934832,Ukraine,Radekhiv,Regensburg,https://en.wikipedia.org/wiki/Virko_Baley
Taras Filenko,Q7685523,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Taras_Filenko
Leonid Dukhovny,Q12102987,Ukraine,Kyiv,Moscow,https://en.wikipedia.org/wiki/Leonid_Dukhovny
Illi︠a︡ Lyzohub,Q7240133,Ukraine,Horodnia Raion,Horodnia Raion,https://en.wikipedia.org/wiki/Ilya_Lyzohub
Simon Bucharoff,Q7518368,Ukraine,Berdychiv,United States,https://en.wikipedia.org/wiki/Simon_Bucharoff
Vlad,Q7938147,Ukraine,Kalush,United States,https://en.wikipedia.org/wiki/Vlad_(musician)
Estás Tonné,Q17254154,Ukraine,Zaporizhzhia,Zaporizhzhia,https://en.wikipedia.org/wiki/Estas_Tonne
Dora Zaslavsky,Q16012023,Ukraine,Kremenchuk,United States,https://en.wikipedia.org/wiki/Dora_Zaslavsky
Vadim Neselovskyi,Q15432830,Ukraine,Odesa,Soviet Union,https://en.wikipedia.org/wiki/Vadim_Neselovskyi
Karl Doppler,Q67497,Ukraine,Lviv,Cisleithania,https://en.wikipedia.org/wiki/Karl_Doppler
Nila Kriukova,Q4243151,Ukraine,Popivka,Kyiv,https://en.wikipedia.org/wiki/Nila_Kriukova
Oleksandr Bondurianskyi,Q16106887,Ukraine,Kherson,Russia,https://en.wikipedia.org/wiki/Oleksandr_Bondurianskyi
Franz Doppler,Q711460,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Franz_Doppler
Yevhen Halych,Q17371778,Ukraine,Poltava,Ukraine,https://en.wikipedia.org/wiki/Yevhen_Halych
Marie Panthès,Q17124668,Ukraine,Odesa,France,https://en.wikipedia.org/wiki/Marie_Panth%C3%A8s
Denis Stoff,Q19817030,Ukraine,Khartsyzk,Ukraine,https://en.wikipedia.org/wiki/Denis_Stoff
Marko Topchii,Q18352894,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Marko_Topchii
Nikolaos Astrinidis,Q16330524,Ukraine,Bilhorod-Dnistrovskyi,Greece,https://en.wikipedia.org/wiki/Nicolas_Astrinidis
Oksana Lutsyshyn,Q19876789,Ukraine,Sokal,Moscow,https://en.wikipedia.org/wiki/Oksana_Lutsyshyn
Emanuel Feuermann,Q112171,Ukraine,Kolomyia,Austria,https://en.wikipedia.org/wiki/Emanuel_Feuermann
Joachim Stutschewsky,Q214140,Ukraine,Romny,Israel,https://en.wikipedia.org/wiki/Joachim_Stutschewsky
Alexander Edelmann,Q18677754,Ukraine,Hostomel,Russia,https://en.wikipedia.org/wiki/Alexander_Edelmann
Radu Paladi,Q16591921,Ukraine,Storozhynets,Romania,https://en.wikipedia.org/wiki/Radu_Paladi
Jacob Weinberg,Q19668022,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/Jacob_Weinberg
Rada Lysenko,Q16731738,Ukraine,Khorol,Soviet Union,https://en.wikipedia.org/wiki/Rada_Lysenko
Emilia Kabakov,Q17515983,Ukraine,Dnipro,Dnipro,https://en.wikipedia.org/wiki/Emilia_Kabakov
Pavel Necheporenko,Q4318306,Ukraine,Chyhyryn,Russia,https://en.wikipedia.org/wiki/Pavel_Necheporenko
Sofia Moshevich,Q22279299,Ukraine,Kharkiv,Jerusalem,https://en.wikipedia.org/wiki/Sofia_Moshevich
Gregor Piatigorsky,Q364868,Ukraine,Dnipro,Russian Empire,https://en.wikipedia.org/wiki/Gregor_Piatigorsky
Vladimir Orlov,Q4336940,Ukraine,Odesa,Canada,https://en.wikipedia.org/wiki/Vladimir_Orloff
Mikhail Bukinik,Q1930285,Ukraine,Kharkiv,Ukraine,https://en.wikipedia.org/wiki/Mikhail_Bukinik
Stanislav Khristenko,Q21064020,Ukraine,Kharkiv,"Washington, D.C.",https://en.wikipedia.org/wiki/Stanislav_Khristenko
Andrii Antonenko,Q78889142,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Andriy_Antonenko
Alexandre Barjansky,Q4720804,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/Alexandre_Barjansky
Nikocado Avocado,Q105593316,Ukraine,Kherson,United States,https://en.wikipedia.org/wiki/Nikocado_Avocado
Vlasta Fabianová,Q770831,Ukraine,Lviv,Brno,https://en.wikipedia.org/wiki/Vlasta_Fabianov%C3%A1
Aleksey Semenenko,Q28702042,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/Aleksey_Semenenko
Vladimir Khomyakov,Q56885757,Ukraine,Kropyvnytskyi,Russia,https://en.wikipedia.org/wiki/Vladimir_Khomyakov
Emanuel Bay,Q55677336,Ukraine,Simferopol,Simferopol,https://en.wikipedia.org/wiki/Emanuel_Bay
Karolina Protsenko,Q91313507,Ukraine,Kyiv,Simi Valley,https://en.wikipedia.org/wiki/Karolina_Protsenko
Ludwik Konopko,Q105602145,Ukraine,Lviv,Ukraine,https://en.wikipedia.org/wiki/Ludwik_Konopko
Neonila Lahodiuk,Q30961758,Ukraine,Bohuslav,Ukraine,https://en.wikipedia.org/wiki/Neonila_Lahodiuk
Tina Lerner,Q28664550,Ukraine,Odesa,Moscow,https://en.wikipedia.org/wiki/Tina_Lerner
Pierre Luboshutz,Q27727729,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/Pierre_Luboshutz
Joseph Cherniavsky,Q104347246,Ukraine,Lubny,United States,https://en.wikipedia.org/wiki/Joseph_Cherniavsky
Zoltan Almashi,Q12077740,Ukraine,Lviv,Ukraine,https://en.wikipedia.org/wiki/Zoltan_Almashi
Anna Tsybuleva,Q28095232,Ukraine,Ukraine,Russia,https://en.wikipedia.org/wiki/Anna_Tsybuleva
Gdal Saleski,Q4185226,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Gdal_Saleski
Anna Saulowna Lyuboshits,Q20004623,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/Anna_Luboshutz
Apollon Gussakosky,Q97188850,Ukraine,Okhtyrka,Russian Empire,https://en.wikipedia.org/wiki/Apollon_Hussakovskyi
Serge Barjansky,Q107573139,Ukraine,Odesa,Odesa,https://en.wikipedia.org/wiki/Serge_Barjansky
Michael Kugel,Q3660955,Ukraine,Kharkiv,Belgium,https://en.wikipedia.org/wiki/Michael_Kugel
Diana Tishchenko,Q112073327,Ukraine,Crimea,Austria,https://en.wikipedia.org/wiki/Diana_Tishchenko
Milana Chernyavska,Q51530888,Ukraine,Kyiv,Germany,https://en.wikipedia.org/wiki/Milana_Chernyavska
Evgeny Khmara,Q64853181,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Evgeny_Khmara
Natalia Khoma,Q118370005,Ukraine,Lviv,United States,https://en.wikipedia.org/wiki/Natalia_Khoma
Hnat Khotkevych,Q2592547,Ukraine,Kharkiv,Russian Empire,https://en.wikipedia.org/wiki/Hnat_Khotkevych
Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Antin Holovaty,Q1963288,Ukraine,Novi Sanzhary,Russian Empire,https://en.wikipedia.org/wiki/Antin_Holovaty
Yevhen Adamtsevych,Q1445129,Ukraine,Solonytsia,Soviet Union,https://en.wikipedia.org/wiki/Yevhen_Adamtsevych
Hryhory Nazarenko,Q5924089,Ukraine,Poltava,Ukraine,https://en.wikipedia.org/wiki/Hryhory_Nazarenko
Andrii Omelchenko,Q4759399,Ukraine,Pavlysh,Soviet Union,https://en.wikipedia.org/wiki/Andriy_Omelchenko
Hryhorii Kytastyi,Q4222448,Ukraine,Kobeliaky,Soviet Union,https://en.wikipedia.org/wiki/Hryhory_Kytasty
Basilio Kaczurak,Q5657095,Ukraine,Ivano-Frankivsk,Argentina,https://en.wikipedia.org/wiki/Basilio_Kaczurak
Serhiy Bashtan,Q4820583,Ukraine,Velykyi Khutir,Soviet Union,https://en.wikipedia.org/wiki/Serhiy_Bashtan
Eduard Drach,Q5340389,Ukraine,Kryvyi Rih,Ukraine,https://en.wikipedia.org/wiki/Eduard_Drach
Kost Novytsky,Q6433440,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Kost_Novytsky
Mykola Budnyk,Q4098150,Ukraine,Skolobiv,Soviet Union,https://en.wikipedia.org/wiki/Mykola_Budnyk
Mykhailo Kravchenko,Q6947541,Ukraine,Velyki Sorochyntsi,Russian Empire,https://en.wikipedia.org/wiki/Mykhailo_Kravchenko
Mykhailo Domontovych,Q6947531,Ukraine,Zolotonosha,Ukrainian Soviet Socialist Republic,https://en.wikipedia.org/wiki/Mykhailo_Domontovych
Taras Kompanichenko,Q7685533,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Taras_Kompanichenko
Ivan Kuchuhura-Kucherenko,Q6096729,Ukraine,Murafa,Russian Empire,https://en.wikipedia.org/wiki/Ivan_Kuchuhura-Kucherenko
Larysa Kovalchuk-Buriak,Q6489479,Ukraine,Khorostkiv,Soviet Union,https://en.wikipedia.org/wiki/Larissa_Burak
Mykola Bohuslavskyi,Q6947572,Ukraine,Dnipro,Dnipro,https://en.wikipedia.org/wiki/Mykola_Bohuslavsky
Fedir Zharko,Q5441099,Ukraine,Mykhailivka,Mykhailivka,https://en.wikipedia.org/wiki/Fedir_Zharko
Zinovii Shtokalko,Q8072448,Ukraine,Berezhany,Germany,https://en.wikipedia.org/wiki/Zinoviy_Shtokalko
Volodymyr Kabachok,Q7940577,Ukraine,Petrivtsi,Poltava,https://en.wikipedia.org/wiki/Volodymyr_Kabachok
Volodymyr Luciv,Q7940588,Ukraine,Nadvirna,Ukraine,https://en.wikipedia.org/wiki/Volodymyr_Luciv
Hnat Honcharenko,Q12096808,Ukraine,Ripky,Russian Empire,https://en.wikipedia.org/wiki/Hnat_Honcharenko
Walter V. Bozyk,Q7966325,Ukraine,Rava-Ruska,United States,https://en.wikipedia.org/wiki/Walter_V._Bozyk
Max Barskih,Q41272,Ukraine,Kherson,Russia,https://en.wikipedia.org/wiki/Max_Barskih
Vasyl Yemetz,Q7917070,Ukraine,Sharivka,Ukrainian People's Republic,https://en.wikipedia.org/wiki/Vasyl_Yemetz
Sophia Agranovich,Q109354472,Ukraine,Chernivtsi,Chernivtsi,https://en.wikipedia.org/wiki/Sophia_Agranovich
Alexander Gurgenov,Q116562105,Ukraine,Lviv,Lviv,https://en.wikipedia.org/wiki/Alexander_Gurgenov
Tereshko Parkhomenko,Q7702265,Ukraine,Mena Raion,Russian Empire,https://en.wikipedia.org/wiki/Tereshko_Parkhomenko
Gaitana,Q209845,Ukraine,Kyiv,Republic of the Congo,https://en.wikipedia.org/wiki/Gaitana_(singer)
Andriy Kuzmenko,Q4245310,Ukraine,Sambir,Crimea,https://en.wikipedia.org/wiki/Andriy_Kuzmenko
Dave Apollon,Q5228241,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Dave_Apollon
Inna Zhvanetskaya,Q95745413,Ukraine,Vinnytsia,Soviet Union,https://en.wikipedia.org/wiki/Inna_Zhvanetskaya
Alexander Vertinsky,Q516281,Ukraine,Kyiv,Greece,https://en.wikipedia.org/wiki/Alexander_Vertinsky
Aşıq Ümer,Q794825,Ukraine,Yevpatoriia,Ottoman Empire,https://en.wikipedia.org/wiki/A%C5%9F%C4%B1q_%C3%9Cmer
Mikhail Elizarov,Q4174878,Ukraine,Ivano-Frankivsk,Germany,https://en.wikipedia.org/wiki/Mikhail_Elizarov
Mikhail Plyatskovsky,Q4366015,Ukraine,Yenakiieve,Soviet Union,https://en.wikipedia.org/wiki/Mikhail_Plyatskovsky
Eduard Romanyuta,Q4397461,Ukraine,Ternopil,Ukraine,https://en.wikipedia.org/wiki/Eduard_Romanyuta
Aleksandr Medvedenko,Q4287393,Ukraine,Mykolaiv,Israel,https://en.wikipedia.org/wiki/Aleksandr_Dov
Vasyl Zinkevych,Q4192156,Ukraine,Vaskivtsi,Ukraine,https://en.wikipedia.org/wiki/Vasyl_Zinkevych
Monatik,Q12124379,Ukraine,Lutsk,Ukraine,https://en.wikipedia.org/wiki/Monatik
Mark Warshawsky,Q2908908,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/Mark_Warshawsky
Hryhory Alchevsky,Q2597222,Ukraine,Kharkiv,Russian Empire,https://en.wikipedia.org/wiki/Gregory_Alchevsky
Zi Faámelu,Q2910906,Ukraine,Chornomorske,Kyiv,https://en.wikipedia.org/wiki/Zi_Fa%C3%A1melu
Tatiana Aleshina,Q4063827,Ukraine,Nizhyn,Russia,https://en.wikipedia.org/wiki/Tatiana_Aleshina
Tymko Padura,Q2563175,Ukraine,Illintsi,Russian Empire,https://en.wikipedia.org/wiki/Tymko_Padura
Sergey Zakharov,Q3329763,Ukraine,Mykolaiv,Russia,https://en.wikipedia.org/wiki/Sergei_Zakharov_(singer)
Roman Krasnovsky,Q7362049,Ukraine,Donetsk,Israel,https://en.wikipedia.org/wiki/Roman_Krasnovsky
Ben-Zion Witler,Q4885170,Ukraine,Belz,Galicia,https://en.wikipedia.org/wiki/Ben-Zion_Witler
Roman Turovsky-Savchuk,Q4466352,Ukraine,Kyiv,United States,https://en.wikipedia.org/wiki/Roman_Turovsky-Savchuk
Artemy Vedel,Q971559,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Artemy_Vedel
Alina Simone,Q4726726,Ukraine,Kharkiv,United States,https://en.wikipedia.org/wiki/Alina_Simone
Diana Hacıyeva,Q16366466,Ukraine,Mariupol,Azerbaijan,https://en.wikipedia.org/wiki/Diana_Hajiyeva
Oleh Vynnyk,Q20066240,Ukraine,Verbivka,Germany,https://en.wikipedia.org/wiki/Oleh_Vynnyk
Natalie Papazoglu,Q25721299,Ukraine,Kalush,Ukraine,https://en.wikipedia.org/wiki/Natalie_Papazoglu
Jerry Heil,Q56364121,Ukraine,Vasylkiv,Ukraine,https://en.wikipedia.org/wiki/Jerry_Heil
Khrystyna Soloviy,Q21600244,Ukraine,Drohobych,Ukraine,https://en.wikipedia.org/wiki/Khrystyna_Soloviy
Mélovin,Q25442068,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/M%C3%A9lovin
Nikolai Kapustin,Q704175,Ukraine,Horlivka,Russia,https://en.wikipedia.org/wiki/Nikolai_Kapustin
Emanuel Ax,Q505563,Ukraine,Lviv,Poland,https://en.wikipedia.org/wiki/Emanuel_Ax
Vladimir de Pachmann,Q674861,Ukraine,Odesa,Kingdom of Italy,https://en.wikipedia.org/wiki/Vladimir_de_Pachmann
Aina Vilberh,Q22918544,Ukraine,Kakhovka,Soviet Union,https://en.wikipedia.org/wiki/Aina_Vilberh
Mari Kraimbrery,Q65153800,Ukraine,Kryvyi Rih,Moscow,https://en.wikipedia.org/wiki/Mari_Kraimbrery
Masha Kondratenko,Q61112522,Ukraine,Shostka,Ukraine,https://en.wikipedia.org/wiki/Masha_Kondratenko
Sasha Boole,Q28919523,Ukraine,Zhytomyr,Ukraine,https://en.wikipedia.org/wiki/Sasha_Boole
Anatoliy Avdiyevsky,Q4055557,Ukraine,Pidlisne,Soviet Union,https://en.wikipedia.org/wiki/Anatoly_Avdievsky
Mykola Kolessa,Q1956613,Ukraine,Sambir,Austria–Hungary,https://en.wikipedia.org/wiki/Mykola_Kolessa
Ferenc Bernáth,Q31093038,Ukraine,Chop,Hungary,https://en.wikipedia.org/wiki/Ferenc_Bern%C3%A1th
Dakooka,Q61114823,Ukraine,Chernivtsi,Ukraine,https://en.wikipedia.org/wiki/Kateryna_Yeremenko
Q111203017,Q111203017,Ukraine,Khmelnytskyi,Kyiv,https://en.wikipedia.org/wiki/Tucha_(singer)
Denis Bouriakov,Q1992545,Ukraine,Simferopol,Ukrainian Soviet Socialist Republic,https://en.wikipedia.org/wiki/Denis_Bouriakov
Alexander Brailowsky,Q946603,Ukraine,Kyiv,France,https://en.wikipedia.org/wiki/Alexander_Brailowsky
Solomiya Ivakhiv,Q110165176,Ukraine,Lviv,Storrs-Mansfield,https://en.wikipedia.org/wiki/Solomiya_Ivakhiv
Taras Borovok,Q112284752,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Taras_Borovok
SadSvit,Q114527926,Ukraine,Ivano-Frankivsk,Ukraine,https://en.wikipedia.org/wiki/SadSvit
Wellboy,Q107542046,Ukraine,Hrun,Ukraine,https://en.wikipedia.org/wiki/Wellboy
Alemdar Karamanov,Q1967646,Ukraine,Simferopol,Soviet Union,https://en.wikipedia.org/wiki/Alemdar_Karamanov
Vadym Kholodenko,Q4499275,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Vadym_Kholodenko
Kyrylo Stetsenko,Q2090016,Ukraine,Kvitky,Bila Tserkva,https://en.wikipedia.org/wiki/Kyrylo_Stetsenko
Pyotr Goncharov,Q518074,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Pyotr_Grigorievich_Goncharov
Iacob Tihai,Q8047169,Ukraine,Tarasivtsi,Russian Empire,https://en.wikipedia.org/wiki/Iacob_Tihai
Domiy,Q125792651,Ukraine,Verben,Ukraine,https://en.wikipedia.org/wiki/Domiy
Yaktak,Q110246609,Ukraine,Stara Vyzhivka,Ukraine,https://en.wikipedia.org/wiki/Yaktak
Ippolit Al'tani,Q1969066,Ukraine,Dnipro,Russian Empire,https://en.wikipedia.org/wiki/Ippolit_Al%27tani
Denys Sichynsky,Q12159553,Ukraine,Kliuvyntsi,Lviv,https://en.wikipedia.org/wiki/Denys_Sichynsky
Maksym Tymoshenko,Q12161214,Ukraine,Kyiv,Kyiv,https://en.wikipedia.org/wiki/Maksym_Tymoshenko
Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Wernyhora,Q35007,Ukraine,Makedony,Zaporizhzhia,https://en.wikipedia.org/wiki/Wernyhora
Vasyl Hovika,Q126910676,Ukraine,Rosokhach,Austria–Hungary,https://en.wikipedia.org/wiki/Vasyl_Hovika
Mykhailo Haivoronsky,Q6831026,Ukraine,Zalishchyky,Zalishchyky,https://en.wikipedia.org/wiki/Michael_Hayvoronsky
Aleksandr Davidenko,Q4153589,Ukraine,Odesa,Soviet Union,https://en.wikipedia.org/wiki/Alexander_Davidenko
Jacob Schaefer,Q109316408,Ukraine,Kremenets,Russian Empire,https://en.wikipedia.org/wiki/Jacob_Schaefer_(composer)
Walter Klymkiw,Q126207665,Ukraine,Saranchuky,Canada,https://en.wikipedia.org/wiki/Walter_Klymkiw
Grigory Kompaniyets,Q27986686,Ukraine,Poltava,Russian Empire,https://en.wikipedia.org/wiki/Grigory_Kompaneyets
Alexandra Čvanová,Q4720792,Ukraine,Odesa,Brno,https://en.wikipedia.org/wiki/Alexandra_%C4%8Cvanov%C3%A1
Irene Abendroth,Q79002,Ukraine,Lviv,Austria,https://en.wikipedia.org/wiki/Irene_Abendroth
Anatolii Kocherha,Q487830,Ukraine,Samhorodok,Soviet Union,https://en.wikipedia.org/wiki/Anatoly_Kocherga
Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Alexander Tsymbalyuk,Q2643166,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/Alexander_Tsymbalyuk
Elena Cernei,Q774555,Ukraine,Bairamcha,Romania,https://en.wikipedia.org/wiki/Elena_Cernei
Ostap Veresai,Q2293380,Ukraine,Kaliuzhyntsi,Russian Empire,https://en.wikipedia.org/wiki/Ostap_Veresai
Ira Malaniuk,Q94208,Ukraine,Ivano-Frankivsk,Austria,https://en.wikipedia.org/wiki/Ira_Malaniuk
Maxim Karolik,Q685953,Ukraine,Bilhorod-Dnistrovskyi,United States,https://en.wikipedia.org/wiki/Maxim_Karolik
Semen Hulak-Artemovsky,Q1400433,Ukraine,Horodyshche,Russian Empire,https://en.wikipedia.org/wiki/Semen_Hulak-Artemovsky
Georgi Nelepp,Q1509214,Ukraine,Bobruiky,Soviet Union,https://en.wikipedia.org/wiki/Georgii_Nelepp
Adolf Robinson,Q89324,Ukraine,Ivano-Frankivsk,Austria,https://en.wikipedia.org/wiki/Adolf_Robinson
Irina Zhurina,Q4181897,Ukraine,Kharkiv,Russia,https://en.wikipedia.org/wiki/Irina_Zhurina
Alexander Davydov,Q4153727,Ukraine,Kobeliaky,France,https://en.wikipedia.org/wiki/Alexander_Davydov_(singer)
Viorica Ursuleac,Q270281,Ukraine,Chernivtsi,Romania,https://en.wikipedia.org/wiki/Viorica_Ursuleac
Solomea Krushelnytska,Q267058,Ukraine,Biliavyntsi,Austria–Hungary,https://en.wikipedia.org/wiki/Solomiya_Krushelnytska
Vitalij Kowaljow,Q1693646,Ukraine,Cherkasy,Ukraine,https://en.wikipedia.org/wiki/Vitalij_Kowaljow
Joseph Rogatchewsky,Q3185573,Ukraine,Myrhorod,France,https://en.wikipedia.org/wiki/Joseph_Rogatchewsky
Netania Davrath,Q2893601,Ukraine,Rivne,Israel,https://en.wikipedia.org/wiki/Netania_Davrath
Alexander Kipnis,Q215634,Ukraine,Zhytomyr,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Kipnis
Osip Petrov,Q1131756,Ukraine,Kropyvnytskyi,Russian Empire,https://en.wikipedia.org/wiki/Osip_Petrov
Maria Guleghina,Q1031062,Ukraine,Odesa,Belarus,https://en.wikipedia.org/wiki/Maria_Guleghina
Arnold Azrikan,Q4058458,Ukraine,Odesa,Soviet Union,https://en.wikipedia.org/wiki/Arnold_Azrikan
Alina Korobko,Q4233520,Ukraine,Yerky,Soviet Union,https://en.wikipedia.org/wiki/Alina_Korobko
Mykola Kondratyuk,Q4230630,Ukraine,Starokostiantyniv,Soviet Union,https://en.wikipedia.org/wiki/Mykola_Kondratyuk
Yevgeny Kibkalo,Q4219973,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Yevgeny_Kibkalo
Igor Gorin,Q4197633,Ukraine,Horodok,United States,https://en.wikipedia.org/wiki/Igor_Gorin
Andrey Labinsky,Q4251846,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Andrey_Labinsky
Maximilian Maksakov,Q4276037,Ukraine,Chernivtsi,Russian Empire,https://en.wikipedia.org/wiki/Maximilian_Maksakov
Olena Muravyova,Q4307759,Ukraine,Kharkiv,Russian Empire,https://en.wikipedia.org/wiki/Olena_Muravyova
Mariia Lytvynenko-Volhemut,Q4263606,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Maria_Litvinenko-Volgemut
Anatoliy Mokrenko,Q4300049,Ukraine,Terny,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Mokrenko
Oles Chishko,Q4272013,Ukraine,Dvorichnii Kut,Soviet Union,https://en.wikipedia.org/wiki/Oles_Chishko
Maksym Berezovsky,Q1353816,Ukraine,Hlukhiv,Russian Empire,https://en.wikipedia.org/wiki/Maxim_Berezovsky
Mark Reizen,Q1387918,Ukraine,Zaitseve,Russian Empire,https://en.wikipedia.org/wiki/Mark_Reizen
Ivan Kozlovskyi,Q1397423,Ukraine,Marianivka,Russia,https://en.wikipedia.org/wiki/Ivan_Kozlovsky
